Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
PRQR,ProQR Therapeutics N.V. Ordinary Shares,$7.485,-0.265,-3.419%,502012446.00,Netherlands,2014,121614,Health Care,Biotechnology: Pharmaceutical Preparations
PRTC,PureTech Health plc American Depositary Shares,$48.40,-1.22,-2.459%,1386911244.00,United Kingdom,,613,Finance,Investment Managers
PSHG,Performance Shipping Inc. Common Shares,$5.92,0.11,1.893%,30089738.00,Greece,,3931,Transportation,Marine Transportation
PSO,Pearson Plc Common Stock,$10.115,-0.015,-0.148%,7654714217.00,United Kingdom,,27788,Consumer Services,Books
PUK,Prudential Public Limited Company Common Stock,$41.28,-0.10,-0.242%,56685577279.00,United Kingdom,,40076,Finance,Life Insurance
PUK^,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security,$26.31,0.00,0.00%,,United Kingdom,,2386,,
PUK^A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares,$26.36,0.07,0.266%,,United Kingdom,,1152,,
PXS,Pyxis Tankers Inc. Common Stock,$0.7897,-0.0128,-1.595%,17025841.00,Greece,,329205,Transportation,Marine Transportation
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,$16.95,0.00,0.00%,0.00,Greece,,1,Transportation,Marine Transportation
PXSAW,Pyxis Tankers Inc. Warrant,$0.2405,-0.0196,-7.536%,0.00,Greece,,1839,Transportation,Marine Transportation
QGEN,Qiagen N.V. Common Shares ,$51.26,0.19,0.372%,11719983880.00,Netherlands,,28599,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QIWI,QIWI plc American Depositary Shares,$8.94,0.19,2.171%,558131656.00,Cyprus,2013,94867,Miscellaneous,Business Services
QTNT,Quotient Limited Ordinary Shares,$3.07,-0.01,-0.325%,311878614.00,Switzerland,2014,40987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QURE,uniQure N.V. Ordinary Shares,$30.68,0.23,0.755%,1414920888.00,Netherlands,2014,38223,Health Care,Biotechnology: Pharmaceutical Preparations
RDS/B,Royal Dutch Shell PLC,$47.325,0.855,1.84%,,Netherlands,,835942,,
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),$29.245,0.005,0.017%,56573765769.00,United Kingdom,2015,72421,Consumer Services,Publishing
RIG,Transocean Ltd (Switzerland) Common Stock,$4.065,0.145,3.699%,2646883876.00,Switzerland,,5338401,Energy,Oil & Gas Production
RNLX,Renalytix plc American Depositary Shares,$20.75,-0.25,-1.19%,749497325.00,United Kingdom,2020,3237,Health Care,Medical Specialities
RNW,ReNew Energy Global plc Class A Ordinary Shares,$9.09,-0.17,-1.836%,3643043496.00,United Kingdom,,332140,,
RNWWW,ReNew Energy Global plc Warrant,$1.7599,0.0349,2.023%,0.00,United Kingdom,,6828,,
ROIV,Roivant Sciences Ltd. Common Shares,$6.1252,-0.2848,-4.443%,0.00,United Kingdom,,110308,,
ROIVW,Roivant Sciences Ltd. Warrant,$1.07,0.01,0.943%,0.00,United Kingdom,,273002,,
RYAAY,Ryanair Holdings plc American Depositary Shares,$115.64,-0.16,-0.138%,26105730578.00,Ireland,1997,44743,Transportation,Air Freight/Delivery Services
SAN,Banco Santander S.A. Sponsored ADR (Spain),$3.8818,0.0018,0.046%,67203766222.00,Spain,,864188,Finance,Commercial Banks
SAP,SAP  SE ADS,$135.44,0.00,0.00%,159762225810.00,Germany,,129387,Technology,Computer Software: Prepackaged Software
SBLK,Star Bulk Carriers Corp. Common Shares,$23.445,0.495,2.157%,2397010142.00,Greece,,306627,Transportation,Marine Transportation
SCOA,ScION Tech Growth I Class A Ordinary Shares,$9.80,0.015,0.153%,704375000.00,United Kingdom,2021,8811,Finance,Business Services
SCOAU,ScION Tech Growth I Unit,$10.08,0.08,0.80%,0.00,United Kingdom,2020,200,Finance,Business Services
SCOAW,ScION Tech Growth I Warrant,$0.7499,-0.0107,-1.407%,0.00,United Kingdom,2021,23172,Finance,Business Services
SCOB,ScION Tech Growth II Class A Ordinary Shares,$9.77,0.00,0.00%,421331250.00,United Kingdom,2021,51,Finance,Business Services
SCOBU,ScION Tech Growth II Units,$9.9673,-0.0227,-0.227%,0.00,United Kingdom,2021,390,Finance,Business Services
SCOBW,ScION Tech Growth II Warrants,$0.72,-0.0201,-2.716%,0.00,United Kingdom,2021,100100,Finance,Business Services
SHIP,Seanergy Maritime Holdings Corp Common Stock,$1.4189,0.0389,2.819%,217292161.00,Greece,,720828,,
SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,$0.0581,0.0001,0.172%,0.00,Greece,,1887,,
SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,$0.0948,0.0048,5.333%,0.00,Greece,,750,,
SIOX,Sio Gene Therapies Inc. Common Stock,$2.22,0.04,1.835%,161930146.00,United Kingdom,,286065,Health Care,Biotechnology: Pharmaceutical Preparations
SLB,Schlumberger N.V. Common Stock,$32.82,1.16,3.664%,45896571323.00,France,,3295350,Energy,Oilfield Services/Equipment
SLN,Silence Therapeutics Plc American Depository Share,$24.31,3.23,15.323%,727492940.00,United Kingdom,,256,Health Care,Biotechnology: Pharmaceutical Preparations
SMMT,Summit Therapeutics Inc. Common Stock ,$5.0638,0.0838,1.683%,416254285.00,United Kingdom,2015,13486,Consumer Durables,Specialty Chemicals
SNN,Smith & Nephew SNATS Inc. Common Stock,$34.38,0.18,0.526%,15114991215.00,United Kingdom,,47684,Health Care,Industrial Specialties
SNY,Sanofi ADR,$49.05,0.04,0.082%,123136434540.00,France,,172602,Health Care,Biotechnology: Pharmaceutical Preparations
SOPH,SOPHiA GENETICS SA Ordinary Shares,$16.28,-0.12,-0.732%,1039601793.00,Switzerland,2021,756,,
SPOT,Spotify Technology S.A. Ordinary Shares,$234.13,1.25,0.537%,44802183090.00,Luxembourg,2018,95534,Consumer Services,Broadcasting
SQNS,Sequans Communications S.A. American Depositary Shares,$4.32,0.12,2.857%,161433359.00,France,2011,7865,Technology,Semiconductors
SRAD,Sportradar Group AG Class A Ordinary Shares,$23.45,-0.03,-0.128%,6932750895.00,Switzerland,2021,187882,,
ST,Sensata Technologies Holding plc Ordinary Shares,$57.13,0.08,0.14%,9047917132.00,Netherlands,2010,36403,Capital Goods,Industrial Machinery/Components
STLA,Stellantis N.V. Common Shares,$19.51,0.22,1.14%,61116496518.00,United Kingdom,2014,718989,Capital Goods,Auto Manufacturing
STM,STMicroelectronics N.V. Common Stock,$41.43,0.03,0.072%,37628406815.00,Switzerland,,251103,Technology,Semiconductors
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),$80.58,0.65,0.813%,18208860424.00,Ireland,2002,360667,Technology,Electronic Components
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,$394.57,3.83,0.98%,99399054042.00,United Kingdom,2015,76875,Technology,Computer Software: Prepackaged Software
TEF,Telefonica SA Common Stock,$4.65,-0.02,-0.428%,26216948808.00,Spain,1988,148298,Public Utilities,Telecommunications Equipment
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,$146.85,1.18,0.81%,48166347408.00,Switzerland,,230177,Capital Goods,Industrial Machinery/Components
TIGO,Millicom International Cellular S.A. Common Stock,$35.31,0.13,0.37%,3557195818.00,Luxembourg,,2246,Public Utilities,Telecommunications Equipment
TIOA,Tio Tech A Class A Ordinary Share,$9.74,0.00,0.00%,420037500.00,Germany,2021,41,Finance,Business Services
TLSA,Tiziana Life Sciences plc American Depository Share,$1.4194,0.0194,1.386%,138116341.00,United Kingdom,2018,3386,Health Care,Biotechnology: Pharmaceutical Preparations
TNP,Tsakos Energy Navigation Ltd Common Shares,$10.70,0.23,2.197%,194695167.00,Greece,2002,120701,Transportation,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,$23.95,0.21,0.885%,,Greece,,1520,,
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$23.87,0.07,0.294%,,Greece,,1536,,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$24.08,0.025,0.104%,,Greece,,14035,,
TOPS,TOP Ships Inc. Common Stock,$1.535,0.025,1.656%,61142077.00,Greece,,213027,Transportation,Marine Transportation
TRIB,Trinity Biotech plc American Depositary Shares,$2.1624,-0.0776,-3.464%,45197840.00,Ireland,1992,9650,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRMD,TORM plc Class A Common Stock,$7.89,-0.03,-0.379%,636046709.00,United Kingdom,,1545,Consumer Services,Marine Transportation
TRVG,trivago N.V. American Depositary Shares,$2.605,-0.065,-2.434%,932127003.00,Germany,2016,123192,Technology,EDP Services
TS,Tenaris S.A. American Depositary Shares,$22.68,0.48,2.162%,13387289580.00,Luxembourg,,589000,Basic Industries,Steel/Iron Ore
TT,Trane Technologies plc,$170.53,-1.49,-0.866%,40519412123.00,Ireland,,181241,Capital Goods,Auto Parts:O.E.M.
TTE,TotalEnergies SE,$51.05,0.93,1.856%,134785051647.00,France,,400776,Energy,Oil & Gas Production
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),$43.25,1.12,2.658%,8490307030.00,Luxembourg,,110516,Basic Industries,Steel/Iron Ore
UBS,UBS Group AG Registered Ordinary Shares,$16.885,0.175,1.047%,58701474381.00,Switzerland,2014,660572,Finance,Major Banks
UL,Unilever PLC Common Stock,$52.8204,0.1804,0.343%,136296957079.00,United Kingdom,,299747,Consumer Non-Durables,Package Goods/Cosmetics
VACC,Vaccitech plc American Depositary Shares,$14.695,0.365,2.547%,504453355.00,United Kingdom,2021,1605,,
VALN,Valneva SE American Depositary Shares,$28.10,-1.3261,-4.507%,1401716880.00,France,2021,11768,,
VECT,VectivBio Holding AG Ordinary Shares,$6.00,-0.56,-8.537%,215171208.00,Switzerland,2021,635,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VEON,VEON Ltd. ADS,$2.295,0.015,0.658%,4014247392.00,Netherlands,,159588,Public Utilities,Telecommunications Equipment
VJET,voxeljet AG American Depositary Shares,$8.4489,-0.0311,-0.367%,59367979.00,Germany,,792,Capital Goods,Industrial Machinery/Components
VOD,Vodafone Group Plc American Depositary Shares,$15.435,0.005,0.032%,42448016443.00,United Kingdom,,872439,Public Utilities,Telecommunications Equipment
VRNA,Verona Pharma plc American Depositary Share,$4.59,0.04,0.879%,275567429.00,United Kingdom,2017,9201,Health Care,Biotechnology: Pharmaceutical Preparations
VVPR,VivoPower International PLC Ordinary Shares,$5.2755,0.0255,0.486%,108896845.00,United Kingdom,,7253,,
WKEY,WISeKey International Holding AG American Depositary Shares,$6.1901,-0.0599,-0.958%,123499929.00,Switzerland,,45727,Technology,EDP Services
WLTW,Willis Towers Watson Public Limited Company Ordinary Shares,$243.795,0.905,0.373%,31459731491.00,United Kingdom,,65345,Finance,Specialty Insurers
WPP,WPP plc American Depositary Shares,$66.90,0.10,0.15%,15808032206.00,Ireland,,9774,,
YNDX,Yandex N.V. Class A Ordinary Shares,$79.735,0.105,0.132%,27913183879.00,Netherlands,2011,194899,Technology,Internet and Information Services
ZEAL,Zealand Pharma A/S American Depositary Shares,$28.51,-0.39,-1.349%,1236287312.00,Denmark,2017,270,Health Care,Biotechnology: Pharmaceutical Preparations
