Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
WDFC,WD-40 Company Common Stock,$231.08,-1.13,-0.487%,3167590798.00,United States,1973,13860,Basic Industries,Industrial Specialties
WIRE,Encore Wire Corporation Common Stock,$103.955,2.485,2.449%,2146607857.00,United States,1992,86826,Basic Industries,Metal Fabrications
WLK,Westlake Chemical Corporation Common Stock,$99.51,1.04,1.056%,12752247996.00,United States,2004,175246,Basic Industries,Major Chemicals
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,$25.04,0.22,0.886%,881522207.00,United States,2014,22732,Basic Industries,Major Chemicals
WWR,Westwater Resources Inc. Common Stock,$3.505,0.105,3.088%,121399401.00,United States,,216569,Basic Industries,Other Metals and Minerals
X,United States Steel Corporation Common Stock,$21.40,0.70,3.382%,5780751976.00,United States,,15825241,Basic Industries,Steel/Iron Ore
XELB,Xcel Brands Inc. Common Stock,$1.29,0.00,0.00%,25206928.00,United States,,42414,Basic Industries,Industrial Specialties
XPL,Solitario Zinc Corp. Common Stock,$0.5105,-0.001,-0.196%,29835543.00,United States,,59071,Basic Industries,Metal Mining
ZEUS,Olympic Steel Inc. Common Stock,$25.88,1.05,4.229%,286681093.00,United States,1994,38582,Basic Industries,Steel/Iron Ore
ZY,Zymergen Inc. Common Stock,$11.23,0.14,1.262%,1149837881.00,United States,2021,235034,Basic Industries,Industrial Specialties
