Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
VOXX,VOXX International Corporation Class A Common Stock,$11.16,0.11,0.995%,267712586.00,United States,,25894,Consumer Non-Durables,Consumer Electronics/Appliances
VRA,Vera Bradley Inc. Common Stock,$9.6999,0.1099,1.146%,330003499.00,United States,2010,26308,Consumer Non-Durables,Apparel
VSTO,Vista Outdoor Inc. Common Stock,$41.11,-0.07,-0.17%,2358723290.00,United States,2015,42215,Consumer Non-Durables,Recreational Products/Toys
VWE,Vintage Wine Estates Inc. Common Stock,$10.0684,-0.1416,-1.387%,608751684.00,United States,,43293,Consumer Non-Durables,Beverages (Production/Distribution)
VZIO,VIZIO Holding Corp. Class A Common Stock,$20.49,-0.32,-1.538%,3786334499.00,,2021,103217,Consumer Non-Durables,Consumer Electronics/Appliances
WCC,WESCO International Inc. Common Stock,$118.79,2.08,1.782%,5983962028.00,United States,1999,9810,Consumer Non-Durables,Telecommunications Equipment
WEYS,Weyco Group Inc. Common Stock,$22.465,-0.185,-0.817%,218217349.00,United States,,6654,Consumer Non-Durables,Shoe Manufacturing
WGO,Winnebago Industries Inc. Common Stock,$77.3085,0.6385,0.833%,2597525941.00,United States,,76571,Consumer Non-Durables,Homebuilding
WILC,G. Willi-Food International  Ltd. Ordinary Shares,$20.40,0.00,0.00%,269627147.00,Israel,,102,Consumer Non-Durables,Food Distributors
WTER,The Alkaline Water Company Inc. Common Stock,$1.638,-0.062,-3.647%,170777371.00,United States,,536324,Consumer Non-Durables,Beverages (Production/Distribution)
WVVI,Willamette Valley Vineyards Inc. Common Stock,$13.92,1.12,8.75%,69106244.00,United States,,34249,Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,$6.75,0.00,0.00%,0.00,United States,,8,Consumer Non-Durables,Beverages (Production/Distribution)
WWW,Wolverine World Wide Inc. Common Stock,$30.06,0.26,0.872%,2471366457.00,United States,,25450,Consumer Non-Durables,Shoe Manufacturing
YSG,Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares,$3.77,0.01,0.266%,2381182684.00,China,2020,1212056,Consumer Non-Durables,Package Goods/Cosmetics
ZVIA,Zevia PBC Class A Common Stock,$12.62,-0.17,-1.329%,814363577.00,,2021,26153,Consumer Non-Durables,Specialty Foods
